mois,region,authorType,depts,participants,refs,question,oui,non,vide,mots-cles,occurrences,type,link
janvier,Nouvelle-Aquitaine,Élu / élue et Institution,"16=2,17=3,19=4,23=1,24=4,33=9,40=5,47=2,64=6,86=3,87=1",40,40,Q189,no,no,no,"vitesse=24,conducteurs=18,gouvernement=18,radars=13,sécurité=13,citoyens=12,limitation=12,politique=12,routière=12,communes=9",143,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q169,no,no,no,"chaque=12,autres=11,nombre=11,chambre=11,peuple=10,serait=10,gouvernement=9,politique=9,toutes=9,groupe=9",101,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q170,6,3,6,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q171,no,no,no,"autres=3,politiques=1,régionales=1,donner=1,régions=1,moyens=1,structurels=1,financiers=1,entretenir=1,développer=1",12,ou,Q170
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q204,2,3,10,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q172,no,no,no,"soignants=12,travail=6,rapprocher=5,population=4,comment=3,soignés=3,médecin=3,semble=3,sociétés=3,exemple=3",45,ou,Q204
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q174,no,no,no,"français=2,services=2,consultations=1,citoyens=1,importants=1,france=1,regroupement=1,publics=1,besoin=1,fonctionnaires=1",12,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q175,2,5,8,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q176,2,0,13,no,no,fe,Q175
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q177,no,no,no,"services=3,publics=3,horaires=2,generaliser=1,regroupement=1,adaptés=1,herues=1,travail=1,transport=1,plupart=1",15,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q178,no,no,no,"regret=1,services=1,impots=1,disponibles=1,internet=1,fiable=1,présente=1,d'anomalies=1,aucuns=1,d'évolution=1",10,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q179,no,no,no,"sociale=11,maladie=9,retraite=8,travail=8,chaque=7,retraites=7,sécurité=6,aujourd=6,caisses=5,maladies=5",72,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q180,7,0,8,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q181,0,7,8,no,no,fe,Q180
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q182,no,no,no,"impossible=1,erreur=1,jetais=1,salarié=1,fraudeurs=1,fiscaux=1,sciemment=1",7,ou,Q180
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q183,no,no,no,"vitesse=4,conducteurs=3,gouvernement=3,revenir=2,limitation=2,radars=2,politique=2,sécurité=2,routière=2,abaissement=1",23,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q184,4,0,11,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q185,no,no,no,"arreter=1,denigrer=1,fonctionnaires=1,rattachant=1,régions=1,départements=1,mettant=1,l'évolution=1,l'organisation=1,services=1",10,ou,Q184
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q186,5,0,10,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q187,no,no,no,"formation=2,conjoint=2,proximite=1,développer=1,contribution=1,suppression=1,grandes=1,écoles=1,inutiles=1,teuses=1",12,ou,Q186
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q188,no,no,no,"arreter=2,grandes=1,regions=1,accentue=1,desertifications=1,campagnes=1,instaurant=1,autonomie=1,régionale=1,suisse=1",11,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q191,no,no,no,"emploi=1,conseillé=1,n'était=1,incapable=1,m'aider=1,recherche=1,formation=1",7,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q192,no,no,no,"milieux=1,difficulté=1,trouver=1,classe=1,bilingue=1,occitan-français=1",6,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q193,no,no,no,"emploi=3,probleme=1,mobilite=1,réprimer=1,jamais=1,trouvé=1,l'anpe=1,conseillé=1,n'était=1,incapable=1",12,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q194,no,no,no,"carsat=2,problème=1,carrière=1,fusion=1,détriment=1,salariés=1,catastrophique=1,enregistrer=1,erreurs=1,pousser=1",11,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q195,no,no,no,"probleme=1,charge=1,rencontrer=1,conseiller=1,dossier=1,mutuelles=1,hérésie=1,pratiquent=1,discrimination=1,interdit=1",10,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q196,no,no,no,"revoir=1,maladies=1,professionnelles=1,impossibilité=1,valoir=1,années=1,travail=1,service=1,essences=1,armées=1",10,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q198,no,no,no,"compliqué=1,création=1,dissolution=1,charges=1,cotisations=1,nombreuses=1,complexe=1,régionaliser=1,malfaisante=1",9,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q199,no,no,no,"emploi=5,contrats=4,demandeurs=3,sommes=2,travail=2,résultat=2,obligés=2,sociaux=2,exception=2,association=2",26,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q200,no,no,no,"formations=2,contrats=2,plupart=2,salariés=2,obligatoires=1,bidons=1,foutent=1,employeurs=1,arrivée=1,obligation=1",14,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q201,no,no,no,"formations=2,contrats=2,plupart=2,salariés=2,obligatoires=1,bidons=1,foutent=1,employeurs=1,arrivée=1,obligation=1",14,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q202,no,no,no,"formations=2,contrats=2,plupart=2,salariés=2,obligatoires=1,bidons=1,foutent=1,employeurs=1,arrivée=1,obligation=1",14,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q203,no,no,no,"formations=2,contrats=2,plupart=2,salariés=2,obligatoires=1,bidons=1,foutent=1,employeurs=1,arrivée=1,obligation=1",14,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"16=1,17=6,33=2,40=1,47=2,64=1,79=1,86=1",15,15,Q189,no,no,no,"vitesse=20,conducteurs=13,gouvernement=12,limitation=10,politique=9,sécurité=9,routière=9,radars=8,français=7,dangereux=7",104,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q169,no,no,no,"services=858,communes=778,fonctionnaires=659,nombre=630,l'etat=602,régions=587,supprimer=578,citoyens=558,administrations=497,france=466",6213,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q170,2003,1878,1828,no,no,fe,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q171,no,no,no,"collectivités=330,missions=287,régions=261,niveau=202,l'etat=192,gestion=168,l'état=168,territoriales=160,services=150,région=142",2060,ou,Q170
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q204,3178,1004,1527,no,no,fe,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q172,no,no,no,"services=458,publics=217,service=185,public=141,transports=127,manque=103,internet=96,personnes=94,pitaux=90,médecins=78",1589,ou,Q204
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q174,no,no,no,"internet=729,services=474,démarches=402,toutes=302,personnes=204,service=176,pouvoir=174,administratives=157,publics=140,numérique=108",2866,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q175,1170,2821,1718,no,no,fe,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q176,925,361,4423,no,no,fe,Q175
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q177,no,no,no,"services=453,publics=242,service=217,public=176,internet=136,agents=122,personnes=118,rendez-vous=105,démarches=96,horaires=75",1740,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q178,no,no,no,"services=564,internet=395,service=263,démarches=216,sécurité=191,sociale=185,impots=184,publics=163,public=156,déclaration=133",2450,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q179,no,no,no,"services=571,justice=303,nationale=300,service=297,emploi=285,l'éducation=241,police=239,pitaux=221,sécurité=213,publics=195",2865,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q180,3308,753,1648,no,no,fe,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q181,291,3357,2061,no,no,fe,Q180
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q182,no,no,no,"déclaration=137,erreur=65,l'erreur=48,fiscale=29,paiement=27,revenu=26,retard=26,impots=21,l'administration=20,revenus=19",418,ou,Q180
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q183,no,no,no,"demande=218,règles=200,déclaration=158,documents=147,dossier=136,permis=120,l'administration=116,exemple=96,toutes=90,complexe=82",1363,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q184,2485,965,2259,no,no,fe,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q185,no,no,no,"fonctionnaires=248,pouvoir=169,terrain=162,qu'ils=115,donner=109,fonctionnaire=108,décision=101,service=95,formation=93,services=86",1286,ou,Q184
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q186,3184,311,2214,no,no,fe,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q187,no,no,no,"fonctionnaires=697,formation=485,service=337,l'administration=267,services=255,fonction=254,public=246,agents=222,supprimer=212,fonctionnaire=208",3183,ou,Q186
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q188,no,no,no,"services=596,territoires=447,publics=311,collectivités=237,communes=212,citoyens=210,service=195,territoire=182,régions=167,l'etat=164",2721,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q191,no,no,no,"formation=478,emploi=219,formations=190,concerné=73,trouver=56,aucune=53,jamais=50,travail=46,professionnelle=38,financement=38",1241,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q192,no,no,no,"enfants=373,l'école=185,scolaire=170,nationale=158,enfant=143,collège=136,enseignants=126,professeurs=118,parents=111,écoles=110",1630,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q193,no,no,no,"emploi=970,d'emploi=176,recherche=139,travail=127,formation=120,jamais=96,trouver=87,aucune=78,concerné=71,personnes=68",1932,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q194,no,no,no,"retraite=660,dossier=223,carrière=99,demande=97,internet=97,retraites=94,services=92,caisses=86,réponse=85,service=85",1618,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q195,no,no,no,"remboursement=310,sociale=307,sécurité=288,mutuelle=257,vitale=223,remboursements=188,problème=165,mutuelles=144,fonctionne=127,charge=125",2134,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q196,no,no,no,"concerné=104,handicap=100,dossier=79,demande=75,handicapé=42,personnes=39,dossiers=35,délais=35,personne=32,situation=32",573,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q198,no,no,no,"entreprise=129,création=124,concerné=70,démarches=57,commerce=55,urssaf=53,d'entreprise=49,entreprises=45,simple=44,l'urssaf=42",668,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q199,no,no,no,"emploi=147,concerné=72,travail=65,personnel=46,recrutement=45,recruter=33,entreprises=32,candidats=31,service=28,charges=28",527,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q200,no,no,no,"formation=142,concerné=73,formations=71,professionnelle=27,personnel=24,entreprises=19,organismes=18,concernée=17,former=16,charge=15",422,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q201,no,no,no,"concerné=67,charges=65,travail=36,salaire=33,complexité=26,salarié=25,sociales=24,l'urssaf=22,entreprise=22,comptable=21",341,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q202,no,no,no,"concerné=63,activité=42,retraite=38,société=21,d'activité=20,l'urssaf=19,cessation=17,difficulté=17,entreprise=16,cotisations=15",268,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q203,no,no,no,"concerné=81,concernée=20,handicap=18,personne=12,travail=10,handicapés=9,entreprise=7,applicable=7,recruter=7,personnes=7",178,ou,solo
janvier,Ile-de-France,Citoyen / Citoyenne,"75=1428,77=572,78=1003,91=571,92=936,93=280,94=550,95=369",5709,5709,Q189,no,no,no,"vitesse=2529,gouvernement=1887,conducteurs=1870,sécurité=1373,politique=1311,limitation=1262,routière=1248,radars=1245,service=941,français=834",14500,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q169,no,no,no,"services=41,citoyens=41,fonctionnaires=33,service=30,nombre=26,communes=25,exemple=23,supprimer=22,publics=22,travail=21",284,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q170,74,71,118,no,no,fe,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q171,no,no,no,"régions=10,collectivités=9,gestion=6,toutes=6,exemple=6,transports=5,routes=5,l'éducation=5,pouvoir=5,territoriales=5",62,ou,Q170
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q204,117,55,91,no,no,fe,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q172,no,no,no,"services=22,publics=9,service=8,public=8,personnes=7,internet=6,faudrait=5,maisons=5,villes=5,habitants=5",80,ou,Q204
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q174,no,no,no,"internet=20,services=20,toutes=17,démarches=15,pouvoir=8,publics=6,personnes=6,besoin=6,compte=5,sociale=5",108,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q175,35,115,113,no,no,fe,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q176,24,17,222,no,no,fe,Q175
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q177,no,no,no,"services=14,publics=9,public=8,service=7,nouvelles=5,personnes=4,développer=4,agents=3,personnel=3,démarches=3",60,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q178,no,no,no,"services=21,internet=10,service=7,public=5,passeport=5,publics=4,déclarations=4,l'administration=4,impots=4,encore=4",68,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q179,no,no,no,"services=25,justice=16,pitaux=10,service=10,police=9,emploi=8,nationale=8,publics=6,transports=6,mairie=6",104,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q180,115,38,110,no,no,fe,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q181,7,126,130,no,no,fe,Q180
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q182,no,no,no,"erreur=2,réduire=2,impots=2,l'erreur=1,tricher=1,comprends=1,fraude=1,déficit=1,budgétaire=1,l'autre=1",13,ou,Q180
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q183,no,no,no,"documents=8,demande=8,règles=7,justificatifs=5,exemple=5,demandes=4,sécurité=4,changement=4,domicile=4,déclaration=4",53,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q184,86,39,138,no,no,fe,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q185,no,no,no,"fonctionnaires=10,pouvoir=7,travail=6,terrain=6,règles=6,formation=5,confiance=5,permettre=4,qu'ils=3,donnant=3",55,ou,Q184
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q186,129,11,123,no,no,fe,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q187,no,no,no,"fonctionnaires=22,formation=21,services=12,service=10,publique=9,supprimer=8,travail=8,statut=8,fonction=8,exemple=7",113,ou,Q186
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q188,no,no,no,"services=20,territoires=15,publics=12,citoyens=9,régions=8,personnes=8,proximité=6,supprimer=6,transports=6,exemple=6",96,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q191,no,no,no,"formation=9,emploi=5,professionnelle=4,formations=4,dispositif=4,dommage=3,besoin=2,rapport=2,jeunes=2,entreprise=2",37,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q192,no,no,no,"enfants=17,scolaire=11,niveau=8,parents=7,enseignants=7,collège=6,l'école=6,enfant=5,problème=5,pouvoir=5",77,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q193,no,no,no,"emploi=19,formation=6,formations=3,travail=3,aucune=2,emplois=2,longue=2,moyens=2,d'emploi=2,efficace=2",43,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q194,no,no,no,"retraite=22,dossier=6,encore=5,sociale=4,rendez-vous=4,aucune=4,carrière=4,départ=4,relevé=3,obtenir=3",59,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q195,no,no,no,"charge=10,sociale=10,sécurité=9,remboursement=9,mutuelle=8,remboursements=7,vitale=5,traitement=5,beaucoup=4,lunettes=4",71,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q196,no,no,no,"handicapé=6,prendre=5,personnes=4,handicap=4,difficultés=4,charge=4,exemple=3,concerné=3,certains=3,travail=3",39,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q198,no,no,no,"création=5,urssaf=5,toutes=5,simple=3,rapide=3,fonctionnaire=3,entrepreneur=3,impossible=2,statut=2,retraite=2",33,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q199,no,no,no,"emploi=7,recruter=3,travailler=3,concerné=2,aucune=2,réactivité=2,postes=2,salaires=2,travaille=2,affiliation=2",27,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q200,no,no,no,"formation=7,complexité=3,organismes=3,salariés=3,complexe=3,concerné=2,refuser=2,horreur=2,remboursement=2,agefos=2",29,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q201,no,no,no,"entreprises=4,concerné=3,complexité=3,l'etat=3,urssaf=2,source=2,direccte=2,relations=1,difficiles=1,interminables=1",22,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q202,no,no,no,"emploi=3,concerné=2,mettre=2,unique=2,devrait=1,perdre=1,droits=1,quitte=1,raison=1,justifiée=1",15,ou,solo
janvier,Ile-de-France,,"75=80,77=27,78=38,91=30,92=42,93=11,94=23,95=12",263,263,Q203,no,no,no,"concerné=3,travail=2,handicaps=2,emploi=2,public=2,agefip=2,magnifique=1,garches=1,développer=1,l'analyse=1",17,ou,solo
